customer_id,first_name,last_name,email,customer_segment,loyalty_tier,loyalty_points,signup_date,preferred_location_id,first_order_date,last_order_date,total_orders,total_spend,avg_order_value,recency_days,avg_inter_visit_days,max_inter_visit_days,inter_visit_count,h1_orders,h1_spend,h1_aov,h2_orders,h2_spend,h2_aov,h1_unique_categories,h2_unique_categories,total_unique_categories,flag_increasing_recency,score_recency,frequency_change,flag_declining_frequency,score_declining_frequency,monetary_spend_change,monetary_aov_change,flag_declining_monetary,score_declining_monetary,category_diversity_change,flag_reduced_category_diversity,score_reduced_category_diversity,cadence_ratio,flag_lower_visit_frequency,score_lower_visit_frequency,risk_factors_count,churn_risk_score,churn_risk_tier,primary_risk_driver,recommended_retention_action
CUST-14139,Christine,Richard,unregistered@guest.dineiq.com,CHURNED,BRONZE,325,2024-02-21,LOC-019,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14140,Daniel,Leblanc,epatel@example.org,REGULAR,BRONZE,2084,2024-08-17,LOC-010,2025-03-19,2025-10-14,2,682.31,341.155,78,209.0,209.0,1,1,376.55,376.55,1,305.76,305.76,7,7,8,False,0.43333333333333335,0,False,0.0,-70.79000000000002,-70.79000000000002,True,0.18799628203425844,0,False,0.0,0.37320574162679426,True,0.3,2,0.1909,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-14141,Paul,Lane,ggross@example.com,CHURNED,SILVER,258,2023-09-02,LOC-018,2025-04-16,2025-04-16,1,259.82,259.82,259,0.0,0.0,0,1,259.82,259.82,0,0.0,0.0,8,0,8,True,1.0,-1,True,1.0,-259.82,-259.82,True,1.0,-8,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14142,Alexander,Contreras,morgancervantes@example.org,HIGH_VALUE,GOLD,8420,2023-09-26,LOC-009,2025-03-13,2025-04-15,2,443.09999999999997,221.54999999999998,260,33.0,33.0,1,2,443.09999999999997,221.54999999999998,0,0.0,0.0,7,0,7,True,1.0,-2,True,1.0,-443.09999999999997,-221.54999999999998,True,1.0,-7,True,1.0,7.878787878787879,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation
CUST-14143,Kyle,Nguyen,bgarcia@example.org,REGULAR,SILVER,1473,2024-09-09,LOC-013,2025-08-01,2025-11-30,2,440.40999999999997,220.20499999999998,31,121.0,121.0,1,0,0.0,0.0,2,440.40999999999997,220.20499999999998,0,7,7,False,0.17222222222222222,2,False,0.0,440.40999999999997,220.20499999999998,False,0.0,7,False,0.0,0.256198347107438,True,0.3,1,0.0881,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14144,Jacqueline,Jackson,jonesjames@example.org,REGULAR,BRONZE,2374,2023-09-30,LOC-005,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14145,Christine,Walters,usaunders@example.org,NEW,BRONZE,55,2025-12-08,LOC-013,2025-06-27,2025-06-27,1,440.48,440.48,187,0.0,0.0,0,1,440.48,440.48,0,0.0,0.0,6,0,6,True,1.0,-1,True,1.0,-440.48,-440.48,True,1.0,-6,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14146,Robyn,Dodson,william15@example.com,NEW,BRONZE,140,2025-11-17,LOC-002,2025-03-25,2025-09-28,2,825.14,412.57,94,187.0,187.0,1,1,437.65,437.65,1,387.49,387.49,7,9,9,False,0.5222222222222223,0,False,0.0,-50.15999999999997,-50.15999999999997,True,0.1146121329829772,2,False,0.0,0.5026737967914439,True,0.3,2,0.1985,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-14147,Tyler,Perry,angela99@example.net,REGULAR,BRONZE,1371,2024-01-14,LOC-016,2025-11-13,2025-11-13,1,239.85,239.85,48,0.0,0.0,0,0,0.0,0.0,1,239.85,239.85,0,6,6,False,0.26666666666666666,1,False,0.0,239.85,239.85,False,0.0,6,False,0.0,0.0,False,0.26666666666666666,0,0.1067,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14148,Jacob,Rose,ghorton@example.org,REGULAR,SILVER,1385,2024-12-16,LOC-004,2025-04-02,2025-04-02,1,223.15,223.15,273,0.0,0.0,0,1,223.15,223.15,0,0.0,0.0,6,0,6,True,1.0,-1,True,1.0,-223.15,-223.15,True,1.0,-6,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14149,Robert,Morris,jose76@example.org,REGULAR,GOLD,1534,2023-03-14,LOC-012,2025-11-07,2025-11-07,1,604.66,604.66,54,0.0,0.0,0,0,0.0,0.0,1,604.66,604.66,0,9,9,False,0.3,1,False,0.0,604.66,604.66,False,0.0,9,False,0.0,0.0,False,0.3,0,0.12,Low Churn Risk,Increasing Recency,VIP Loyalty Milestone Recognition & Exclusive Seasonal Preview
CUST-14150,Susan,Brown,shelbybarnes@example.net,NEW,BRONZE,10,2025-11-26,LOC-016,2025-11-22,2025-11-22,1,188.98,188.98,39,0.0,0.0,0,0,0.0,0.0,1,188.98,188.98,0,6,6,False,0.21666666666666667,1,False,0.0,188.98,188.98,False,0.0,6,False,0.0,0.0,False,0.21666666666666667,0,0.0867,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14151,Michael,Wang,mclarke@example.org,REGULAR,BRONZE,598,2025-07-11,LOC-012,2025-06-08,2025-12-02,3,757.75,252.58333333333334,29,88.5,153.0,2,1,435.32,435.32,2,322.43,161.215,9,8,9,False,0.16111111111111112,1,False,0.0,-112.88999999999999,-274.105,True,0.25932647248001467,-1,True,0.1111111111111111,0.327683615819209,True,0.295,3,0.1531,Medium Churn Risk,Lower Visit Frequency,Weekend Dining Incentive & Limited-Time Category Feature
CUST-14152,Chris,Hill,stephentaylor@example.net,OCCASIONAL,BRONZE,2165,2023-05-10,LOC-006,2025-10-20,2025-12-17,3,577.56,192.51999999999998,14,29.0,34.0,2,0,0.0,0.0,3,577.56,192.51999999999998,0,8,8,False,0.07777777777777778,3,False,0.0,577.56,192.51999999999998,False,0.0,8,False,0.0,0.4827586206896552,False,0.09666666666666666,0,0.0339,Low Churn Risk,Stable / No Primary Risk,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14153,Stephanie,Russell,colliernoah@example.org,REGULAR,SILVER,2129,2023-05-08,LOC-003,2025-04-19,2025-04-19,1,667.16,667.16,256,0.0,0.0,0,1,667.16,667.16,0,0.0,0.0,7,0,7,True,1.0,-1,True,1.0,-667.16,-667.16,True,1.0,-7,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14154,Stephen,Bates,unregistered@guest.dineiq.com,OCCASIONAL,SILVER,1802,2025-10-03,LOC-015,2025-07-17,2025-07-17,1,102.87,102.87,167,0.0,0.0,0,0,0.0,0.0,1,102.87,102.87,0,5,5,True,0.9277777777777778,1,False,0.0,102.87,102.87,False,0.0,5,False,0.0,0.0,True,0.9277777777777778,2,0.3711,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-14155,Derek,Kim,ruizcindy@example.org,REGULAR,SILVER,1352,2023-12-24,LOC-019,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14156,Carolyn,Smith,unregistered@guest.dineiq.com,OCCASIONAL,SILVER,835,2025-06-28,LOC-011,2025-06-16,2025-09-25,3,887.08,295.6933333333333,97,50.5,52.0,2,1,217.12,217.12,2,669.96,334.98,7,10,10,False,0.5388888888888889,1,False,0.0,452.84000000000003,117.86000000000001,False,0.0,3,False,0.0,1.9207920792079207,True,0.6287293729372937,1,0.229,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14157,James,Figueroa,ycox@example.org,REGULAR,BRONZE,2027,2023-11-13,LOC-016,2025-08-04,2025-11-15,2,420.82000000000005,210.41000000000003,46,103.0,103.0,1,0,0.0,0.0,2,420.82000000000005,210.41000000000003,0,8,8,False,0.25555555555555554,2,False,0.0,420.82000000000005,210.41000000000003,False,0.0,8,False,0.0,0.44660194174757284,True,0.3,1,0.1089,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14158,Ashlee,Hernandez,sandra56@example.com,OCCASIONAL,BRONZE,563,2025-03-28,LOC-013,2025-03-12,2025-03-12,1,319.37,319.37,294,0.0,0.0,0,1,319.37,319.37,0,0.0,0.0,8,0,8,True,1.0,-1,True,1.0,-319.37,-319.37,True,1.0,-8,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14159,Robert,Higgins,anitacruz@example.com,NEW,BRONZE,191,2025-11-05,LOC-018,2025-08-24,2025-08-24,1,396.5,396.5,129,0.0,0.0,0,0,0.0,0.0,1,396.5,396.5,0,7,7,True,0.7166666666666667,1,False,0.0,396.5,396.5,False,0.0,7,False,0.0,0.0,True,0.7166666666666667,2,0.2867,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-14160,Adam,Williams,xgregory@example.com,CHURNED,BRONZE,162,2024-03-26,LOC-006,2025-02-13,2025-10-31,4,845.32,211.33,61,86.66666666666667,129.0,3,3,547.97,182.65666666666667,1,297.35,297.35,7,5,7,False,0.3388888888888889,-2,True,0.6666666666666666,-250.62,114.69333333333336,True,0.45736080442359983,-2,True,0.2857142857142857,0.7038461538461538,True,0.2888888888888889,4,0.4291,High Churn Risk,Declining Frequency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14161,Emily,Valdez,gloverbarbara@example.org,NEW,BRONZE,70,2025-11-23,LOC-005,2025-02-18,2025-12-26,4,869.06,217.265,5,103.66666666666667,212.0,3,2,472.67999999999995,236.33999999999997,2,396.38,198.19,10,9,10,False,0.027777777777777776,0,False,0.0,-76.29999999999995,-38.14999999999998,True,0.16141998815266134,-1,True,0.1,0.04823151125401929,True,0.3,3,0.0992,Medium Churn Risk,Lower Visit Frequency,Weekend Dining Incentive & Limited-Time Category Feature
CUST-14162,Daniel,Valdez,osanders@example.com,REGULAR,SILVER,1835,2023-07-06,LOC-012,2025-04-17,2025-05-28,3,848.49,282.83,217,20.5,31.0,2,3,848.49,282.83,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-848.49,-282.83,True,1.0,-10,True,1.0,10.585365853658537,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14163,Dustin,Gonzales,susan77@example.org,REGULAR,GOLD,1024,2025-09-26,LOC-009,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14164,Kevin,Smith,suzanneryan@example.com,HIGH_VALUE,GOLD,3648,2025-04-09,LOC-019,2025-02-16,2025-06-22,3,781.2099999999999,260.4033333333333,192,63.0,94.0,2,3,781.2099999999999,260.4033333333333,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-781.2099999999999,-260.4033333333333,True,1.0,-9,True,1.0,3.0476190476190474,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation
CUST-14165,Jeffrey,Bell,jenniferspencer@example.com,NEW,BRONZE,71,2025-12-28,LOC-020,2025-04-30,2025-04-30,1,301.66,301.66,245,0.0,0.0,0,1,301.66,301.66,0,0.0,0.0,7,0,7,True,1.0,-1,True,1.0,-301.66,-301.66,True,1.0,-7,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14166,Julie,Young,ashleyhunter@example.com,REGULAR,BRONZE,490,2024-06-17,LOC-011,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14167,Ashley,Ward,barneschristina@example.org,HIGH_VALUE,PLATINUM,14179,2023-03-27,LOC-019,2025-04-01,2025-04-01,1,207.04,207.04,274,0.0,0.0,0,1,207.04,207.04,0,0.0,0.0,6,0,6,True,1.0,-1,True,1.0,-207.04,-207.04,True,1.0,-6,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation
CUST-14168,Timothy,Bruce,bcarpenter@example.org,REGULAR,BRONZE,1797,2025-05-10,LOC-010,2025-05-02,2025-09-19,3,703.26,234.42,103,70.0,87.0,2,2,538.2,269.1,1,165.06,165.06,9,4,9,False,0.5722222222222222,-1,True,0.5,-373.14000000000004,-104.04000000000002,True,0.6933110367892977,-5,True,0.5555555555555556,1.4714285714285715,True,0.4690476190476191,4,0.5604,High Churn Risk,Declining Monetary Value,Curated Chef Combo Discount & High-Margin Upsell Voucher ($15 Off $60)
CUST-14169,Bruce,Butler,alexanderbuchanan@example.org,OCCASIONAL,BRONZE,728,2023-10-06,LOC-004,2025-04-19,2025-06-06,2,434.40999999999997,217.20499999999998,208,48.0,48.0,1,2,434.40999999999997,217.20499999999998,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-434.40999999999997,-217.20499999999998,True,1.0,-10,True,1.0,4.333333333333333,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14170,Ashley,Gross,annafaulkner@example.net,NEW,BRONZE,147,2025-12-08,LOC-005,2025-01-31,2025-12-05,2,799.07,399.535,26,308.0,308.0,1,1,168.46,168.46,1,630.61,630.61,5,9,10,False,0.14444444444444443,0,False,0.0,462.15,462.15,False,0.0,4,False,0.0,0.08441558441558442,True,0.3,1,0.0811,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14171,Eric,Hunt,fcohen@example.net,REGULAR,GOLD,593,2024-07-28,LOC-019,2025-04-20,2025-05-24,2,707.98,353.99,221,34.0,34.0,1,2,707.98,353.99,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-707.98,-353.99,True,1.0,-9,True,1.0,6.5,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation
CUST-14172,Joseph,Schroeder,phillippratt@example.net,OCCASIONAL,BRONZE,2210,2023-12-29,LOC-011,2025-09-28,2025-12-24,2,596.6400000000001,298.32000000000005,7,87.0,87.0,1,0,0.0,0.0,2,596.6400000000001,298.32000000000005,0,9,9,False,0.03888888888888889,2,False,0.0,596.6400000000001,298.32000000000005,False,0.0,9,False,0.0,0.08045977011494253,True,0.29,1,0.0532,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14173,Randall,Robinson,hhicks@example.org,REGULAR,BRONZE,1031,2023-07-10,LOC-002,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14174,Virginia,Moore,daniel80@example.com,NEW,BRONZE,49,2025-11-14,LOC-019,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14175,Jennifer,Ross,walkerdaniel@example.com,REGULAR,GOLD,531,2024-03-25,LOC-011,2025-04-10,2025-04-10,1,461.99,461.99,265,0.0,0.0,0,1,461.99,461.99,0,0.0,0.0,9,0,9,True,1.0,-1,True,1.0,-461.99,-461.99,True,1.0,-9,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation
CUST-14176,Matthew,Harrison,vbennett@example.com,REGULAR,BRONZE,716,2025-04-07,LOC-020,2025-11-03,2025-12-13,2,507.36,253.68,18,40.0,40.0,1,0,0.0,0.0,2,507.36,253.68,0,9,9,False,0.1,2,False,0.0,507.36,253.68,False,0.0,9,False,0.0,0.45,False,0.13333333333333333,0,0.045,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14177,Evan,Stout,martinstephanie@example.net,HIGH_VALUE,PLATINUM,7668,2025-01-15,LOC-015,2025-08-15,2025-10-14,3,470.92999999999995,156.97666666666666,78,30.0,35.0,2,0,0.0,0.0,3,470.92999999999995,156.97666666666666,0,10,10,False,0.43333333333333335,3,False,0.0,470.92999999999995,156.97666666666666,False,0.0,10,False,0.0,2.6,True,0.9,1,0.2433,Low Churn Risk,Lower Visit Frequency,VIP Loyalty Milestone Recognition & Exclusive Seasonal Preview
CUST-14178,Bryan,Benson,kayladavis@example.org,CHURNED,SILVER,85,2024-01-05,LOC-015,2025-11-23,2025-11-23,1,190.06,190.06,38,0.0,0.0,0,0,0.0,0.0,1,190.06,190.06,0,6,6,False,0.2111111111111111,1,False,0.0,190.06,190.06,False,0.0,6,False,0.0,0.0,False,0.2111111111111111,0,0.0844,Low Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14179,Dennis,Glover,jrodgers@example.org,REGULAR,SILVER,542,2025-08-14,LOC-008,2025-07-13,2025-11-10,4,1234.77,308.6925,51,40.0,98.0,3,0,0.0,0.0,4,1234.77,308.6925,0,10,10,False,0.2833333333333333,4,False,0.0,1234.77,308.6925,False,0.0,10,False,0.0,1.275,False,0.27083333333333326,0,0.1115,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14180,Jerry,Reyes,tlewis@example.org,REGULAR,SILVER,1377,2025-03-22,LOC-001,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14181,Philip,Thomas,khernandez@example.com,REGULAR,GOLD,2003,2025-05-09,LOC-015,2025-05-17,2025-11-16,5,1297.59,259.518,45,45.75,92.0,4,1,242.43,242.43,4,1055.1599999999999,263.78999999999996,5,10,10,False,0.25,3,False,0.0,812.7299999999998,21.359999999999957,False,0.0,5,False,0.0,0.9836065573770492,False,0.1525,0,0.0854,Low Churn Risk,Increasing Recency,VIP Loyalty Milestone Recognition & Exclusive Seasonal Preview
CUST-14182,Brian,Salazar,courtney11@example.com,OCCASIONAL,GOLD,1640,2024-11-22,LOC-001,2025-09-01,2025-09-01,1,478.77,478.77,121,0.0,0.0,0,0,0.0,0.0,1,478.77,478.77,0,7,7,True,0.6722222222222223,1,False,0.0,478.77,478.77,False,0.0,7,False,0.0,0.0,True,0.6722222222222223,2,0.2689,Medium Churn Risk,Increasing Recency,Priority VIP Table Reservation & Complimentary Premium Appetizer
CUST-14183,Wendy,Miranda,rodneyvega@example.com,HIGH_VALUE,PLATINUM,10893,2023-10-21,LOC-006,2025-05-27,2025-05-27,1,253.91,253.91,218,0.0,0.0,0,1,253.91,253.91,0,0.0,0.0,7,0,7,True,1.0,-1,True,1.0,-253.91,-253.91,True,1.0,-7,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation
CUST-14184,Zachary,Brown,johnsonsteven@example.com,HIGH_VALUE,PLATINUM,10174,2024-03-17,LOC-017,2025-06-28,2025-11-08,3,826.69,275.56333333333333,53,66.5,90.0,2,1,139.21,139.21,2,687.48,343.74,5,10,10,False,0.29444444444444445,1,False,0.0,548.27,204.53,False,0.0,5,False,0.0,0.7969924812030075,True,0.22166666666666668,1,0.1069,Low Churn Risk,Increasing Recency,VIP Loyalty Milestone Recognition & Exclusive Seasonal Preview
CUST-14185,Russell,Walton,christopher08@example.org,REGULAR,SILVER,2276,2023-04-21,LOC-016,2025-09-26,2025-11-04,2,528.51,264.255,57,39.0,39.0,1,0,0.0,0.0,2,528.51,264.255,0,9,9,False,0.31666666666666665,2,False,0.0,528.51,264.255,False,0.0,9,False,0.0,1.4615384615384615,False,0.36076923076923073,0,0.1333,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14186,Lisa,Horne,unregistered@guest.dineiq.com,REGULAR,BRONZE,1262,2023-03-21,LOC-010,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14187,Morgan,Morse,greennicholas@example.com,REGULAR,SILVER,2267,2025-04-22,LOC-007,2025-11-06,2025-11-06,1,392.52,392.52,55,0.0,0.0,0,0,0.0,0.0,1,392.52,392.52,0,7,7,False,0.3055555555555556,1,False,0.0,392.52,392.52,False,0.0,7,False,0.0,0.0,False,0.3055555555555556,0,0.1222,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14188,Michele,Walsh,traceyhicks@example.com,OCCASIONAL,BRONZE,1041,2024-04-02,LOC-020,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14189,Robert,Garcia,michaelromero@example.org,REGULAR,BRONZE,1235,2023-02-24,LOC-011,2025-05-22,2025-10-24,2,485.20000000000005,242.60000000000002,68,155.0,155.0,1,1,229.21,229.21,1,255.99,255.99,6,6,9,False,0.37777777777777777,0,False,0.0,26.78,26.78,False,0.0,0,False,0.0,0.43870967741935485,True,0.3,1,0.1394,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14190,Monica,Sanchez,aaronreeves@example.com,OCCASIONAL,BRONZE,2324,2024-06-24,LOC-001,2025-08-21,2025-08-21,1,92.27,92.27,132,0.0,0.0,0,0,0.0,0.0,1,92.27,92.27,0,6,6,True,0.7333333333333333,1,False,0.0,92.27,92.27,False,0.0,6,False,0.0,0.0,True,0.7333333333333333,2,0.2933,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-14191,Thomas,Thomas,bethgallegos@example.net,CHURNED,BRONZE,566,2023-08-06,LOC-014,2025-01-16,2025-11-21,3,1151.54,383.84666666666664,40,154.5,188.0,2,2,597.96,298.98,1,553.58,553.58,9,7,9,False,0.2222222222222222,-1,True,0.5,-44.379999999999995,254.60000000000002,True,0.07421901130510401,-2,True,0.2222222222222222,0.2588996763754045,True,0.3,4,0.2737,High Churn Risk,Declining Frequency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14192,Erin,Singleton,phyllis11@example.net,HIGH_VALUE,PLATINUM,7877,2025-07-31,LOC-019,2025-01-13,2025-09-27,6,2089.6099999999997,348.26833333333326,95,51.4,128.0,5,4,1484.26,371.065,2,605.3499999999999,302.67499999999995,10,9,10,False,0.5277777777777778,-2,True,0.5,-878.9100000000001,-68.39000000000004,True,0.5921536657997926,-1,True,0.1,1.8482490272373542,True,0.5954578469520104,4,0.4797,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation
CUST-14193,Nicole,Miller,williamsmaria@example.org,CHURNED,BRONZE,352,2023-04-08,LOC-020,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-14194,Tara,Fields,eglenn@example.org,OCCASIONAL,BRONZE,986,2024-06-26,LOC-002,2025-05-22,2025-12-09,2,466.90999999999997,233.45499999999998,22,201.0,201.0,1,1,238.51,238.51,1,228.4,228.4,7,6,8,False,0.12222222222222222,0,False,0.0,-10.109999999999985,-10.109999999999985,True,0.04238815982558377,-1,True,0.14285714285714285,0.10945273631840796,True,0.3,3,0.1055,Medium Churn Risk,Lower Visit Frequency,Weekend Dining Incentive & Limited-Time Category Feature
CUST-14195,Lindsey,Tucker,albertfowler@example.net,REGULAR,SILVER,799,2023-08-19,LOC-013,2025-05-15,2025-05-15,1,147.96,147.96,230,0.0,0.0,0,1,147.96,147.96,0,0.0,0.0,4,0,4,True,1.0,-1,True,1.0,-147.96,-147.96,True,1.0,-4,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-14196,Jennifer,Gonzalez,laurenmalone@example.com,REGULAR,BRONZE,1364,2024-01-11,LOC-006,2025-10-12,2025-11-27,3,586.78,195.59333333333333,34,23.0,24.0,2,0,0.0,0.0,3,586.78,195.59333333333333,0,10,10,False,0.18888888888888888,3,False,0.0,586.78,195.59333333333333,False,0.0,10,False,0.0,1.4782608695652173,False,0.3157971014492753,0,0.0946,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-14197,Richard,Thomas,smithmatthew@example.com,OCCASIONAL,BRONZE,2097,2023-06-01,LOC-002,2025-03-29,2025-06-30,2,497.06000000000006,248.53000000000003,184,93.0,93.0,1,2,497.06000000000006,248.53000000000003,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-497.06000000000006,-248.53000000000003,True,1.0,-9,True,1.0,1.978494623655914,True,0.789247311827957,5,0.9684,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
