customer_id,first_name,last_name,email,customer_segment,loyalty_tier,loyalty_points,signup_date,preferred_location_id,first_order_date,last_order_date,total_orders,total_spend,avg_order_value,recency_days,avg_inter_visit_days,max_inter_visit_days,inter_visit_count,h1_orders,h1_spend,h1_aov,h2_orders,h2_spend,h2_aov,h1_unique_categories,h2_unique_categories,total_unique_categories,flag_increasing_recency,score_recency,frequency_change,flag_declining_frequency,score_declining_frequency,monetary_spend_change,monetary_aov_change,flag_declining_monetary,score_declining_monetary,category_diversity_change,flag_reduced_category_diversity,score_reduced_category_diversity,cadence_ratio,flag_lower_visit_frequency,score_lower_visit_frequency,risk_factors_count,churn_risk_score,churn_risk_tier,primary_risk_driver,recommended_retention_action,revenue_at_risk
CUST-21125,Cindy,White,haleymcdaniel@example.com,HIGH_VALUE,PLATINUM,10959,2024-02-19,LOC-013,2025-04-25,2025-08-14,3,1175.9,391.9666666666667,139,55.5,81.0,2,2,916.13,458.065,1,259.77,259.77,10,8,10,True,0.7722222222222223,-1,True,0.5,-656.36,-198.29500000000002,True,0.716448538962811,-2,True,0.2,2.5045045045045047,True,0.9372522522522524,5,0.6319,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,743.05
CUST-02760,Jessica,Rodriguez,glassalexis@example.org,REGULAR,GOLD,1672,2023-05-16,LOC-003,2025-01-14,2025-10-20,6,1972.62,328.77,72,55.8,117.0,5,4,1260.0900000000001,315.02250000000004,2,712.53,356.265,10,9,10,False,0.4,-2,True,0.5,-547.5600000000002,41.24249999999995,True,0.43454038997214495,-1,True,0.1,1.2903225806451613,False,0.3311612903225806,3,0.3766,Medium Churn Risk,Declining Frequency,Priority VIP Table Reservation & Complimentary Premium Appetizer,742.89
CUST-48130,Christina,Holt,kimberly21@example.com,REGULAR,GOLD,2034,2025-02-26,LOC-001,2025-03-17,2025-07-04,3,1098.65,366.2166666666667,180,54.5,80.0,2,2,882.71,441.355,1,215.94,215.94,9,9,10,True,1.0,-1,True,0.5,-666.77,-225.41500000000002,True,0.7553669948227617,0,False,0.0,3.302752293577982,True,1.0,4,0.6761,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,742.8
CUST-33988,Thomas,Wright,barberian@example.org,REGULAR,GOLD,2076,2024-12-14,LOC-012,2025-01-12,2025-06-25,2,818.53,409.265,189,164.0,164.0,1,2,818.53,409.265,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-818.53,-409.265,True,1.0,-9,True,1.0,1.1524390243902438,True,0.3762195121951219,5,0.9064,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,741.92
CUST-20759,Eric,Gonzalez,ugutierrez@example.net,HIGH_VALUE,PLATINUM,13023,2023-04-10,LOC-009,2025-02-21,2025-04-06,2,741.7,370.85,269,44.0,44.0,1,2,741.7,370.85,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-741.7,-370.85,True,1.0,-9,True,1.0,6.113636363636363,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,741.7
CUST-21774,Jesse,Lyons,roger06@example.net,REGULAR,GOLD,1540,2024-04-12,LOC-006,2025-01-12,2025-05-24,2,784.23,392.115,221,132.0,132.0,1,2,784.23,392.115,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-784.23,-392.115,True,1.0,-10,True,1.0,1.6742424242424243,True,0.6371212121212122,5,0.9456,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,741.57
CUST-42929,Marie,Wallace,michael24@example.org,HIGH_VALUE,PLATINUM,5419,2023-10-30,LOC-001,2025-02-23,2025-09-15,4,1141.5,285.375,107,68.0,99.0,3,3,989.41,329.80333333333334,1,152.09,152.09,9,4,10,False,0.5944444444444444,-2,True,0.6666666666666666,-837.3199999999999,-177.71333333333334,True,0.8462821277326892,-5,True,0.5555555555555556,1.5735294117647058,True,0.5134313725490196,4,0.6449,High Churn Risk,Declining Monetary Value,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,736.15
CUST-09593,Brian,Gonzalez,novakronald@example.net,REGULAR,GOLD,534,2024-04-13,LOC-002,2025-02-15,2025-05-30,4,735.79,183.9475,215,34.666666666666664,55.0,3,4,735.79,183.9475,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-735.79,-183.9475,True,1.0,-10,True,1.0,6.2019230769230775,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,735.79
CUST-08383,Erin,Mason,stanley26@example.net,REGULAR,GOLD,857,2024-04-12,LOC-020,2025-02-16,2025-03-03,2,735.14,367.57,303,15.0,15.0,1,2,735.14,367.57,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-735.14,-367.57,True,1.0,-10,True,1.0,20.2,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,735.14
CUST-24880,Victoria,Murray,eweber@example.org,REGULAR,GOLD,607,2023-10-05,LOC-009,2025-02-18,2025-05-18,3,733.25,244.41666666666666,227,44.5,84.0,2,3,733.25,244.41666666666666,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-733.25,-244.41666666666666,True,1.0,-9,True,1.0,5.101123595505618,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,733.25
CUST-39555,Lisa,Obrien,ryan87@example.net,HIGH_VALUE,GOLD,12869,2024-10-19,LOC-007,2025-01-06,2025-08-16,4,1172.82,293.205,137,74.0,149.0,3,3,843.61,281.2033333333333,1,329.21,329.21,10,7,10,True,0.7611111111111111,-2,True,0.6666666666666666,-514.4000000000001,48.00666666666666,True,0.6097604343239176,-3,True,0.3,1.8513513513513513,True,0.6723423423423422,5,0.6247,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,732.66
CUST-03919,Kristina,Lewis,xrandall@example.org,HIGH_VALUE,PLATINUM,6834,2023-10-14,LOC-007,2025-05-09,2025-07-17,3,1060.0,353.3333333333333,167,34.5,41.0,2,2,850.8399999999999,425.41999999999996,1,209.16,209.16,9,7,10,True,0.9277777777777778,-1,True,0.5,-641.68,-216.25999999999996,True,0.7541723473273471,-2,True,0.2222222222222222,4.840579710144928,True,1.0,5,0.6911,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,732.57
CUST-13788,Renee,Taylor,sthompson@example.org,REGULAR,GOLD,404,2023-01-29,LOC-012,2025-01-24,2025-04-12,3,730.8499999999999,243.61666666666665,263,39.0,56.0,2,3,730.8499999999999,243.61666666666665,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-730.8499999999999,-243.61666666666665,True,1.0,-9,True,1.0,6.743589743589744,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,730.85
CUST-41093,Samuel,Stevenson,jesse87@example.org,OCCASIONAL,GOLD,1322,2025-01-20,LOC-006,2025-04-27,2025-06-06,2,730.55,365.275,208,40.0,40.0,1,2,730.55,365.275,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-730.55,-365.275,True,1.0,-10,True,1.0,5.2,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,730.55
CUST-09826,Timothy,Rogers,rjohnson@example.net,OCCASIONAL,GOLD,1197,2025-03-28,LOC-007,2025-06-25,2025-06-25,1,728.86,728.86,189,0.0,0.0,0,1,728.86,728.86,0,0.0,0.0,6,0,6,True,1.0,-1,True,1.0,-728.86,-728.86,True,1.0,-6,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,728.86
CUST-00844,Christine,Duncan,qharris@example.net,OCCASIONAL,GOLD,229,2023-02-07,LOC-015,2025-01-05,2025-07-10,3,1142.02,380.67333333333335,174,93.0,132.0,2,2,838.41,419.205,1,303.61,303.61,9,7,10,True,0.9666666666666667,-1,True,0.5,-534.8,-115.59499999999997,True,0.6378740711585024,-2,True,0.2222222222222222,1.8709677419354838,True,0.7354838709677418,5,0.6379,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,728.49
CUST-11166,Lawrence,Watkins,tjohnson@example.org,OCCASIONAL,GOLD,1415,2024-01-18,LOC-014,2025-02-05,2025-06-14,2,777.59,388.795,200,129.0,129.0,1,2,777.59,388.795,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-777.59,-388.795,True,1.0,-10,True,1.0,1.550387596899225,True,0.5751937984496125,5,0.9363,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,728.06
CUST-02065,Cameron,Hill,jessicareyes@example.com,HIGH_VALUE,GOLD,4345,2023-06-18,LOC-011,2025-05-09,2025-06-06,3,727.94,242.64666666666668,208,14.0,19.0,2,3,727.94,242.64666666666668,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-727.94,-242.64666666666668,True,1.0,-10,True,1.0,14.857142857142858,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,727.94
CUST-19755,Max,Gonzalez,williamsmelissa@example.org,REGULAR,GOLD,1876,2024-05-29,LOC-002,2025-06-02,2025-06-10,3,727.25,242.41666666666666,204,4.0,6.0,2,3,727.25,242.41666666666666,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-727.25,-242.41666666666666,True,1.0,-10,True,1.0,51.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,727.25
CUST-25954,Tyler,Manning,arellanocrystal@example.org,OCCASIONAL,GOLD,311,2025-09-11,LOC-002,2025-03-03,2025-06-26,3,726.99,242.33,188,57.5,106.0,2,3,726.99,242.33,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-726.99,-242.33,True,1.0,-9,True,1.0,3.2695652173913046,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,726.99
CUST-35955,Mary,Payne,joywaters@example.com,HIGH_VALUE,GOLD,3601,2024-01-24,LOC-006,2025-01-27,2025-02-17,2,726.34,363.17,317,21.0,21.0,1,2,726.34,363.17,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-726.34,-363.17,True,1.0,-9,True,1.0,15.095238095238095,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,726.34
CUST-34100,Craig,Hansen,ibrown@example.org,HIGH_VALUE,PLATINUM,10662,2025-02-14,LOC-013,2025-04-17,2025-07-18,3,1067.3,355.76666666666665,166,46.0,83.0,2,2,748.55,374.275,1,318.75,318.75,10,6,10,True,0.9222222222222223,-1,True,0.5,-429.79999999999995,-55.52499999999998,True,0.5741767417006212,-4,True,0.4,3.608695652173913,True,1.0,5,0.6804,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,726.19
CUST-29336,Andrew,Zimmerman,alvaradolaurie@example.org,REGULAR,GOLD,1051,2023-11-24,LOC-012,2025-01-30,2025-06-22,3,725.3800000000001,241.79333333333338,192,71.5,134.0,2,3,725.3800000000001,241.79333333333338,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-725.3800000000001,-241.79333333333338,True,1.0,-10,True,1.0,2.6853146853146854,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,725.38
CUST-34845,Kevin,Palmer,daniel92@example.org,HIGH_VALUE,PLATINUM,2708,2024-05-31,LOC-012,2025-03-11,2025-04-25,2,725.32,362.66,250,45.0,45.0,1,2,725.32,362.66,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-725.32,-362.66,True,1.0,-10,True,1.0,5.555555555555555,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,725.32
CUST-01945,Kathryn,King,robertjenkins@example.com,REGULAR,GOLD,1785,2025-04-09,LOC-004,2025-03-09,2025-07-06,5,1224.72,244.94400000000002,178,29.75,83.0,4,3,806.7,268.90000000000003,2,418.02,209.01,10,9,10,True,0.9888888888888889,-1,True,0.3333333333333333,-388.68000000000006,-59.89000000000004,True,0.48181480104127933,-1,True,0.1,5.983193277310924,True,1.0,5,0.5919,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,724.91
CUST-09486,Hannah,Woodard,deborahwong@example.net,HIGH_VALUE,PLATINUM,12011,2024-12-30,LOC-001,2025-02-10,2025-06-27,2,784.87,392.435,187,137.0,137.0,1,2,784.87,392.435,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-784.87,-392.435,True,1.0,-9,True,1.0,1.364963503649635,True,0.4824817518248175,5,0.9224,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,723.96
CUST-04644,Heather,Davis,vdavis@example.org,REGULAR,GOLD,1350,2024-12-18,LOC-005,2025-02-11,2025-05-06,4,722.56,180.64,239,28.0,31.0,3,4,722.56,180.64,0,0.0,0.0,9,0,9,True,1.0,-4,True,1.0,-722.56,-180.64,True,1.0,-9,True,1.0,8.535714285714286,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,722.56
CUST-02049,Kelly,Ryan,sallen@example.com,HIGH_VALUE,PLATINUM,4887,2025-05-01,LOC-011,2025-02-07,2025-03-06,2,721.47,360.735,300,27.0,27.0,1,2,721.47,360.735,0,0.0,0.0,8,0,8,True,1.0,-2,True,1.0,-721.47,-360.735,True,1.0,-8,True,1.0,11.11111111111111,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,721.47
CUST-15753,Michael,Garcia,deborahsmith@example.org,REGULAR,GOLD,880,2024-05-11,LOC-004,2025-01-09,2025-07-22,4,915.06,228.765,162,64.66666666666667,106.0,3,3,850.3,283.43333333333334,1,64.76,64.76,9,5,10,True,0.9,-2,True,0.6666666666666666,-785.54,-218.67333333333335,True,0.9238386451840527,-4,True,0.4444444444444444,2.5051546391752577,True,0.9681328751431844,5,0.7883,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,721.34
CUST-33062,Michael,Cervantes,sandovaldavid@example.com,OCCASIONAL,GOLD,1292,2024-10-24,LOC-019,2025-04-24,2025-05-31,2,721.0,360.5,214,37.0,37.0,1,2,721.0,360.5,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-721.0,-360.5,True,1.0,-9,True,1.0,5.783783783783784,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,721.0
CUST-22195,Kelly,Harrison,omartin@example.org,HIGH_VALUE,PLATINUM,5658,2023-09-27,LOC-017,2025-03-20,2025-05-07,2,719.96,359.98,238,48.0,48.0,1,2,719.96,359.98,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-719.96,-359.98,True,1.0,-10,True,1.0,4.958333333333333,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,719.96
CUST-10394,David,Dixon,xharmon@example.net,REGULAR,GOLD,1566,2023-04-23,LOC-005,2025-01-09,2025-03-01,3,719.59,239.86333333333334,305,25.5,42.0,2,3,719.59,239.86333333333334,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-719.59,-239.86333333333334,True,1.0,-10,True,1.0,11.96078431372549,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,719.59
CUST-13676,Michael,Barber,qspears@example.com,OCCASIONAL,GOLD,636,2025-04-09,LOC-020,2025-01-12,2025-12-06,5,1587.9,317.58000000000004,25,82.0,160.0,4,4,1242.03,310.5075,1,345.87,345.87,10,7,10,False,0.1388888888888889,-3,True,0.75,-896.16,35.36250000000001,True,0.7215284654960025,-3,True,0.3,0.3048780487804878,True,0.2733333333333333,4,0.4525,High Churn Risk,Declining Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,718.52
CUST-12888,David,Riley,qmckinney@example.net,HIGH_VALUE,PLATINUM,12667,2023-04-05,LOC-015,2025-04-30,2025-06-01,3,718.25,239.41666666666666,213,16.0,30.0,2,3,718.25,239.41666666666666,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-718.25,-239.41666666666666,True,1.0,-9,True,1.0,13.3125,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,718.25
CUST-34348,Mark,Klein,kristi60@example.org,OCCASIONAL,GOLD,1331,2023-08-10,LOC-005,2025-02-26,2025-07-28,3,964.41,321.46999999999997,156,76.0,93.0,2,2,879.8299999999999,439.91499999999996,1,84.58,84.58,10,3,10,True,0.8666666666666667,-1,True,0.5,-795.2499999999999,-355.335,True,0.9038677926417603,-7,True,0.7,2.0526315789473686,True,0.7796491228070176,5,0.7444,High Churn Risk,Declining Monetary Value,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,717.91
CUST-02205,Tammie,Rosales,hicksmichele@example.net,HIGH_VALUE,GOLD,6735,2024-03-23,LOC-017,2025-02-14,2025-05-23,2,724.65,362.325,222,98.0,98.0,1,2,724.65,362.325,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-724.65,-362.325,True,1.0,-10,True,1.0,2.2653061224489797,True,0.9326530612244899,5,0.9899,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,717.33
CUST-00468,William,Rogers,selenabrooks@example.net,REGULAR,GOLD,1213,2025-03-31,LOC-014,2025-02-22,2025-07-04,3,1002.96,334.32,180,66.0,106.0,2,2,772.11,386.055,1,230.85,230.85,9,6,10,True,1.0,-1,True,0.5,-541.26,-155.205,True,0.7010141042079496,-3,True,0.3333333333333333,2.727272727272727,True,1.0,5,0.7152,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,717.32
CUST-06071,Jennifer,Walker,zjimenez@example.com,OCCASIONAL,GOLD,1330,2023-02-06,LOC-009,2025-01-22,2025-07-03,3,1013.48,337.82666666666665,181,81.0,122.0,2,2,805.73,402.865,1,207.75,207.75,9,6,10,True,1.0,-1,True,0.5,-597.98,-195.115,True,0.7421592841274373,-3,True,0.3333333333333333,2.234567901234568,True,0.887283950617284,5,0.7065,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,716.02
CUST-04692,Perry,Harper,bmiles@example.org,REGULAR,GOLD,2356,2024-11-09,LOC-002,2025-01-04,2025-09-17,5,1077.6999999999998,215.53999999999996,105,64.0,150.0,4,4,961.8399999999999,240.45999999999998,1,115.86,115.86,10,5,10,False,0.5833333333333334,-3,True,0.75,-845.9799999999999,-124.59999999999998,True,0.879543375197538,-5,True,0.5,1.640625,True,0.5336458333333334,4,0.6643,High Churn Risk,Declining Monetary Value,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,715.92
CUST-27135,Victor,Hess,lisa05@example.org,REGULAR,GOLD,2118,2023-10-17,LOC-012,2025-03-09,2025-03-12,2,715.86,357.93,294,3.0,3.0,1,2,715.86,357.93,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-715.86,-357.93,True,1.0,-9,True,1.0,98.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,715.86
CUST-28571,Victor,Castillo,xwilliams@example.net,REGULAR,GOLD,371,2025-06-20,LOC-007,2025-01-10,2025-03-11,3,714.38,238.12666666666667,295,30.0,46.0,2,3,714.38,238.12666666666667,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-714.38,-238.12666666666667,True,1.0,-10,True,1.0,9.833333333333334,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,714.38
CUST-28722,Sarah,Gonzalez,sarahdowns@example.com,HIGH_VALUE,GOLD,9044,2023-02-22,LOC-011,2025-03-08,2025-07-01,3,1156.1100000000001,385.37000000000006,183,57.5,87.0,2,2,678.8,339.4,1,477.31,477.31,9,7,10,True,1.0,-1,True,0.5,-201.48999999999995,137.91000000000003,True,0.29683264584560987,-2,True,0.2222222222222222,3.1826086956521737,True,1.0,5,0.6177,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,714.13
CUST-42065,Elizabeth,Anderson,laurahall@example.com,HIGH_VALUE,PLATINUM,12878,2024-03-16,LOC-006,2025-02-16,2025-05-08,3,714.11,238.03666666666666,237,40.5,66.0,2,3,714.11,238.03666666666666,0,0.0,0.0,8,0,8,True,1.0,-3,True,1.0,-714.11,-238.03666666666666,True,1.0,-8,True,1.0,5.851851851851852,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,714.11
CUST-35008,Angela,Barker,jking@example.com,OCCASIONAL,GOLD,1844,2025-05-04,LOC-017,2025-01-10,2025-07-04,4,963.56,240.89,180,58.333333333333336,90.0,3,3,699.24,233.08,1,264.32,264.32,10,7,10,True,1.0,-2,True,0.6666666666666666,-434.92,31.23999999999998,True,0.6219895886962988,-3,True,0.3,3.0857142857142854,True,1.0,5,0.7361,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,709.28
CUST-11589,Jasmin,Bradshaw,matthewmyers@example.com,HIGH_VALUE,PLATINUM,5888,2023-06-19,LOC-004,2025-02-17,2025-07-12,3,977.8199999999999,325.94,172,72.5,108.0,2,2,772.0999999999999,386.04999999999995,1,205.72,205.72,10,5,10,True,0.9555555555555556,-1,True,0.5,-566.3799999999999,-180.32999999999996,True,0.7335578292967232,-5,True,0.5,2.372413793103448,True,0.9278735632183908,5,0.7248,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,708.72
CUST-14171,Eric,Hunt,fcohen@example.net,REGULAR,GOLD,593,2024-07-28,LOC-019,2025-04-20,2025-05-24,2,707.98,353.99,221,34.0,34.0,1,2,707.98,353.99,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-707.98,-353.99,True,1.0,-9,True,1.0,6.5,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,707.98
CUST-02581,Daniel,Marshall,rdiaz@example.net,REGULAR,GOLD,1326,2023-05-06,LOC-011,2025-05-15,2025-07-22,3,1057.3,352.43333333333334,162,34.0,37.0,2,2,760.74,380.37,1,296.56,296.56,10,7,10,True,0.9,-1,True,0.5,-464.18,-83.81,True,0.6101690459289639,-3,True,0.3,4.764705882352941,True,1.0,5,0.667,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,705.22
CUST-28564,Leslie,Pearson,smithkimberly@example.org,HIGH_VALUE,PLATINUM,3539,2025-06-25,LOC-009,2025-01-09,2025-06-01,3,703.4200000000001,234.47333333333336,213,71.5,94.0,2,3,703.4200000000001,234.47333333333336,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-703.4200000000001,-234.47333333333336,True,1.0,-9,True,1.0,2.979020979020979,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,703.42
CUST-19073,Pamela,Walker,amy23@example.org,REGULAR,GOLD,117,2025-06-10,LOC-002,2025-05-02,2025-07-12,4,1502.84,375.71,172,23.666666666666668,38.0,3,2,936.5999999999999,468.29999999999995,2,566.24,283.12,9,9,10,True,0.9555555555555556,0,False,0.0,-370.3599999999999,-185.17999999999995,True,0.3954302797352124,0,False,0.0,7.267605633802816,True,1.0,3,0.468,Medium Churn Risk,Lower Visit Frequency,Priority VIP Table Reservation & Complimentary Premium Appetizer,703.33
CUST-12906,Matthew,Scott,edwardscharles@example.com,HIGH_VALUE,GOLD,4037,2025-02-02,LOC-009,2025-04-03,2025-05-05,2,703.3299999999999,351.66499999999996,240,32.0,32.0,1,2,703.3299999999999,351.66499999999996,0,0.0,0.0,9,0,9,True,1.0,-2,True,1.0,-703.3299999999999,-351.66499999999996,True,1.0,-9,True,1.0,7.5,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,703.33
CUST-20871,Jacob,Perkins,john58@example.net,HIGH_VALUE,GOLD,9777,2023-05-29,LOC-005,2025-01-23,2025-06-23,2,768.74,384.37,191,151.0,151.0,1,2,768.74,384.37,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-768.74,-384.37,True,1.0,-10,True,1.0,1.2649006622516556,True,0.4324503311258278,5,0.9149,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,703.32
CUST-46821,Randy,Conley,fmurphy@example.net,OCCASIONAL,GOLD,429,2024-01-23,LOC-019,2025-01-20,2025-03-24,2,702.0699999999999,351.03499999999997,282,63.0,63.0,1,2,702.0699999999999,351.03499999999997,0,0.0,0.0,10,0,10,True,1.0,-2,True,1.0,-702.0699999999999,-351.03499999999997,True,1.0,-10,True,1.0,4.476190476190476,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,702.07
CUST-40285,Renee,Gordon,unregistered@guest.dineiq.com,REGULAR,GOLD,756,2025-01-04,LOC-014,2025-02-02,2025-04-12,2,701.56,350.78,263,69.0,69.0,1,2,701.56,350.78,0,0.0,0.0,8,0,8,True,1.0,-2,True,1.0,-701.56,-350.78,True,1.0,-8,True,1.0,3.8115942028985508,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,701.56
CUST-49410,Laura,Lewis,wsmith@example.com,HIGH_VALUE,GOLD,9685,2023-04-21,LOC-014,2025-03-12,2025-06-15,3,701.51,233.83666666666667,199,47.5,65.0,2,3,701.51,233.83666666666667,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-701.51,-233.83666666666667,True,1.0,-9,True,1.0,4.189473684210526,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,701.51
CUST-32583,William,Patterson,jonesevan@example.com,HIGH_VALUE,GOLD,4623,2023-10-26,LOC-019,2025-02-11,2025-10-17,4,1347.4,336.85,75,82.66666666666667,181.0,3,3,1198.04,399.34666666666664,1,149.36,149.36,9,7,9,False,0.4166666666666667,-2,True,0.6666666666666666,-1048.6799999999998,-249.98666666666662,True,0.8753297051851356,-2,True,0.2222222222222222,0.907258064516129,True,0.27555555555555555,4,0.5206,High Churn Risk,Declining Monetary Value,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,701.46
