customer_id,first_name,last_name,email,phone_number,customer_segment,loyalty_tier,loyalty_points,signup_date,preferred_location_id,is_active,churn_risk_score
CUST-04792,Morgan,Scott,kmoreno@example.com,304.811.8535x6423,NEW,BRONZE,144,2025-11-21,LOC-002,True,0.19
CUST-04793,Garrett,Johnson,jensenryan@example.com,(510)387-5986x0786,OCCASIONAL,SILVER,671,2024-04-13,LOC-014,True,0.311
CUST-04794,Brett,Mccarthy,rreeves@example.net,(368)824-8375,CHURNED,SILVER,87,2024-02-04,LOC-017,False,0.989
CUST-04795,David,Meyer,brandon35@example.org,001-857-730-0974,OCCASIONAL,GOLD,390,2024-10-18,LOC-001,True,0.602
CUST-04796,Alexander,Perez,amber11@example.com,(406)645-3349x569,OCCASIONAL,SILVER,2286,2025-08-22,LOC-007,True,0.408
CUST-04797,Douglas,Gutierrez,carol86@example.com,(684)580-8522x82487,HIGH_VALUE,PLATINUM,9175,2023-04-14,LOC-007,True,0.051
CUST-04798,Alexa,Harding,sherrihanson@example.net,(259)895-5114,OCCASIONAL,SILVER,838,2025-07-06,LOC-001,True,0.373
CUST-04799,Austin,Beck,karen00@example.net,3674947199,REGULAR,GOLD,2390,2024-12-15,LOC-004,True,0.236
CUST-04800,Jody,Lynn,jonesdaniel@example.com,+1-928-220-5564x19903,HIGH_VALUE,PLATINUM,3425,2024-04-27,LOC-015,True,0.064
CUST-04801,Susan,Carr,zmcgee@example.org,N/A,REGULAR,GOLD,2388,2023-10-08,LOC-008,True,0.449
CUST-04802,Robert,Douglas,clintonfarrell@example.com,N/A,HIGH_VALUE,PLATINUM,9773,2023-06-10,LOC-017,True,0.062
CUST-04803,Scott,Fernandez,unregistered@guest.dineiq.com,999-297-5254,OCCASIONAL,BRONZE,152,2024-01-17,LOC-017,True,0.294
CUST-04804,Timothy,Garcia,christy94@example.com,225.212.1208x655,REGULAR,BRONZE,2033,2023-12-15,LOC-015,True,0.498
CUST-04805,Lori,Harris,jason58@example.com,416.634.4151x361,HIGH_VALUE,PLATINUM,11940,2025-08-04,LOC-012,True,0.129
CUST-04806,Kayla,Dunn,martinezjacob@example.net,527.709.1760x24026,HIGH_VALUE,GOLD,6249,2025-02-02,LOC-010,True,0.079
CUST-04807,Amanda,Thomas,ygarza@example.com,929-291-0062x91696,CHURNED,BRONZE,580,2023-11-02,LOC-014,False,0.901
CUST-04808,Bobby,Wright,amyspencer@example.org,(808)634-0017x047,OCCASIONAL,SILVER,2232,2023-04-11,LOC-004,True,0.364
CUST-04809,Robert,Robertson,bennettnicholas@example.org,(661)724-4337,REGULAR,BRONZE,1122,2025-06-06,LOC-011,True,0.554
CUST-04810,Brenda,Cunningham,kdonovan@example.com,747.907.2462,REGULAR,SILVER,2125,2024-08-11,LOC-014,True,0.647
CUST-04811,Nicole,Watkins,danderson@example.com,+1-450-567-2823x60835,NEW,BRONZE,136,2025-12-25,LOC-007,True,0.102
CUST-04812,Christian,Leonard,ptaylor@example.net,370.528.7489x2823,CHURNED,BRONZE,315,2025-05-31,LOC-016,False,0.882
CUST-04813,Shane,Lin,nliu@example.net,723-306-5533,REGULAR,BRONZE,1325,2025-05-28,LOC-008,True,0.536
CUST-04814,Debra,Burns,ydominguez@example.net,867-319-4714x3951,NEW,BRONZE,138,2025-12-20,LOC-012,True,0.216
CUST-04815,Dawn,Jordan,kelsey53@example.net,577-623-1333x614,REGULAR,BRONZE,1488,2024-10-20,LOC-016,True,0.235
CUST-04816,Kevin,Wise,amanda67@example.org,+1-815-239-5730x3341,NEW,BRONZE,243,2025-12-31,LOC-001,True,0.228
CUST-04817,Brian,Monroe,brandimccoy@example.org,+1-750-614-2755x263,NEW,BRONZE,205,2025-11-13,LOC-005,True,0.133
CUST-04818,Katherine,Norris,frobles@example.net,001-736-832-4938x4571,REGULAR,BRONZE,2251,2025-02-13,LOC-017,True,0.536
CUST-04819,Christopher,Flores,calderonbrenda@example.org,904-361-6171x32714,CHURNED,BRONZE,523,2024-01-23,LOC-006,False,0.982
CUST-04820,Robert,Gray,tabithasmith@example.net,9666131212,CHURNED,BRONZE,75,2023-08-10,LOC-009,False,0.84
CUST-04821,Brittney,Lee,marcusharmon@example.org,(534)561-1926,REGULAR,SILVER,859,2025-06-29,LOC-007,True,0.386
CUST-04822,Lonnie,Banks,whitneyrebecca@example.com,822.783.0094x63481,CHURNED,BRONZE,233,2025-03-27,LOC-006,False,0.938
CUST-04823,Meagan,Harris,unregistered@guest.dineiq.com,(316)489-1490x88992,CHURNED,BRONZE,572,2024-12-20,LOC-013,False,0.943
CUST-04824,Kelsey,White,spencergreg@example.com,863.765.6756,REGULAR,SILVER,1126,2024-05-08,LOC-009,True,0.59
CUST-04825,Christina,Contreras,angela22@example.com,+1-750-644-6567x0162,REGULAR,BRONZE,2308,2024-07-24,LOC-008,True,0.476
CUST-04826,Dawn,Hill,whaney@example.net,991-544-1686x0525,HIGH_VALUE,GOLD,6305,2025-02-24,LOC-006,True,0.065
CUST-04827,William,Thomas,alexander08@example.org,N/A,OCCASIONAL,BRONZE,1436,2025-06-02,LOC-015,True,0.5
CUST-04828,Joshua,Compton,lisa90@example.org,+1-215-942-2184x323,OCCASIONAL,BRONZE,510,2025-02-18,LOC-014,True,0.392
CUST-04829,Rebecca,Lee,troberts@example.com,440.710.7490,OCCASIONAL,BRONZE,1601,2023-07-10,LOC-014,True,0.227
CUST-04830,Jonathan,Snyder,bonnie28@example.org,666-974-6493x2516,CHURNED,BRONZE,265,2023-11-19,LOC-017,False,0.857
CUST-04831,Anna,Robertson,unregistered@guest.dineiq.com,7189972398,NEW,BRONZE,137,2025-12-31,LOC-012,True,0.135
CUST-04832,Lisa,Cole,whamilton@example.com,(848)885-3034,OCCASIONAL,SILVER,1285,2023-12-30,LOC-013,True,0.378
CUST-04833,Jacob,Leon,kingpamela@example.net,5099536567,REGULAR,BRONZE,167,2025-03-24,LOC-016,True,0.583
CUST-04834,Robert,Bartlett,unregistered@guest.dineiq.com,(587)561-2884x41425,REGULAR,GOLD,723,2025-03-19,LOC-013,True,0.431
CUST-04835,Walter,Wood,tmorrison@example.net,677.457.8735x94463,REGULAR,SILVER,1263,2023-04-12,LOC-003,True,0.552
CUST-04836,Michael,Moreno,michaelparker@example.com,(806)765-2735,OCCASIONAL,SILVER,1081,2025-06-07,LOC-002,True,0.314
CUST-04837,Ashley,Peterson,hubbardvalerie@example.com,001-969-766-6715x630,REGULAR,BRONZE,501,2023-07-15,LOC-006,True,0.375
CUST-04838,Karen,Benitez,dnielsen@example.com,+1-466-880-0027x3137,CHURNED,BRONZE,421,2023-05-29,LOC-001,False,0.959
CUST-04839,Justin,Wilkerson,tanyaedwards@example.com,299.825.2340x2119,OCCASIONAL,BRONZE,1649,2024-11-10,LOC-004,True,0.269
CUST-04840,Timothy,Young,cweber@example.com,001-394-447-7492x0503,OCCASIONAL,BRONZE,1848,2025-11-14,LOC-014,True,0.236
CUST-04841,Angela,Lawrence,danielsingh@example.net,(277)410-8669x47938,OCCASIONAL,BRONZE,1695,2023-05-05,LOC-004,True,0.601
CUST-04842,Lance,Davis,iyu@example.org,001-278-295-2786x903,REGULAR,BRONZE,533,2024-11-19,LOC-005,True,0.609
CUST-04843,Connor,Thornton,rdrake@example.net,367-316-1370,CHURNED,BRONZE,74,2023-10-13,LOC-010,False,0.879
CUST-04844,Katherine,Byrd,melaniebailey@example.org,584.651.2710x5388,REGULAR,GOLD,1004,2025-08-22,LOC-012,True,0.582
CUST-04845,Richard,Morgan,dsheppard@example.net,+1-694-915-6797x8086,HIGH_VALUE,PLATINUM,6986,2023-07-02,LOC-007,True,0.04
CUST-04846,Brian,Shelton,wcole@example.org,946.317.8917,REGULAR,SILVER,157,2024-06-05,LOC-001,True,0.407
CUST-04847,Zachary,Ferguson,brucewashington@example.com,511-889-4747x179,OCCASIONAL,SILVER,1635,2023-12-19,LOC-012,True,0.211
CUST-04848,Todd,Frazier,jwebster@example.org,369-487-1685x513,OCCASIONAL,SILVER,1876,2023-03-05,LOC-008,True,0.4
CUST-04849,Jennifer,Neal,christopherflowers@example.org,+1-415-390-4361,OCCASIONAL,BRONZE,430,2023-09-08,LOC-009,True,0.315
CUST-04850,Kristen,Atkinson,slewis@example.com,912-385-8913x08981,OCCASIONAL,BRONZE,2362,2023-05-17,LOC-006,True,0.513
CUST-04851,Joe,Warren,catherine87@example.org,383-443-0674x167,REGULAR,SILVER,2348,2024-01-05,LOC-017,True,0.233
CUST-04852,Margaret,Martinez,farleyjasmine@example.net,+1-697-596-8878x9972,OCCASIONAL,BRONZE,1904,2024-12-27,LOC-006,True,0.593
CUST-04853,James,Peterson,ryanowens@example.com,(935)563-7108,REGULAR,BRONZE,286,2025-05-31,LOC-008,True,0.583
CUST-04854,Shannon,Anderson,ydodson@example.org,+1-208-952-4719x5353,CHURNED,BRONZE,114,2023-05-21,LOC-008,False,0.844
CUST-04855,David,Cox,palmerdaniel@example.net,945.678.4839,NEW,BRONZE,192,2025-12-15,LOC-016,True,0.134
CUST-04856,Yolanda,Bradshaw,patrickdavid@example.net,669-929-7837x012,REGULAR,SILVER,1081,2025-03-25,LOC-002,True,0.453
CUST-04857,Lori,Fields,williamsjeffrey@example.org,+1-433-911-2979x7445,NEW,BRONZE,242,2025-12-30,LOC-013,True,0.295
CUST-04858,Jeffrey,Meyers,aestrada@example.com,+1-524-328-2376x63788,REGULAR,SILVER,1189,2024-03-08,LOC-017,True,0.269
CUST-04859,Ebony,Miles,gfisher@example.org,+1-637-786-8943x3836,HIGH_VALUE,PLATINUM,11064,2023-08-20,LOC-018,True,0.073
CUST-04860,William,Fowler,scottchen@example.com,481-866-1498x710,REGULAR,SILVER,291,2024-05-19,LOC-002,True,0.432
CUST-04861,Melissa,Ho,larrydodson@example.net,5944721556,NEW,BRONZE,239,2025-11-18,LOC-011,True,0.234
CUST-04862,Christine,Reese,dylan88@example.net,(282)612-4023x814,OCCASIONAL,BRONZE,613,2024-10-08,LOC-002,True,0.61
CUST-04863,Robert,Peterson,oyoung@example.org,625-568-0963,OCCASIONAL,BRONZE,1153,2025-09-17,LOC-003,True,0.412
CUST-04864,Jennifer,Morgan,nathan57@example.org,972-678-5398,REGULAR,GOLD,140,2025-09-20,LOC-017,True,0.213
CUST-04865,Christopher,Martin,blewis@example.com,349-228-6401,OCCASIONAL,SILVER,2270,2025-10-30,LOC-007,True,0.378
CUST-04866,Catherine,Joyce,unregistered@guest.dineiq.com,8028107963,REGULAR,SILVER,1758,2024-07-24,LOC-013,True,0.37
CUST-04867,Kimberly,Bentley,cookalexander@example.net,+1-232-482-1252x8552,REGULAR,SILVER,2024,2023-04-30,LOC-018,True,0.318
CUST-04868,Tim,Hughes,loganmatthew@example.org,+1-933-888-2855,HIGH_VALUE,PLATINUM,5952,2024-03-23,LOC-005,True,0.085
CUST-04869,Tara,Page,jessicamoore@example.org,(598)786-0000x046,NEW,BRONZE,241,2025-12-14,LOC-019,True,0.217
CUST-04870,Carol,Suarez,schneiderbrian@example.com,(223)435-7019x165,REGULAR,BRONZE,174,2025-01-18,LOC-016,True,0.262
CUST-04871,Victoria,Butler,powellheather@example.org,(827)901-2740x129,CHURNED,BRONZE,490,2024-01-19,LOC-002,False,0.88
CUST-04872,Gina,Reed,josephklein@example.com,376-571-9224x7822,REGULAR,BRONZE,1739,2023-07-23,LOC-009,True,0.411
CUST-04873,Dwayne,Lyons,abbottrichard@example.net,(892)370-6536,NEW,BRONZE,17,2025-12-06,LOC-009,True,0.15
CUST-04874,Joseph,Phillips,gibbsjavier@example.com,+1-728-914-8022x983,REGULAR,BRONZE,1001,2025-11-22,LOC-012,True,0.205
CUST-04875,Thomas,Smith,david24@example.org,738-442-8833x511,REGULAR,BRONZE,1726,2025-01-21,LOC-007,True,0.219
CUST-04876,Timothy,Jones,crystal52@example.net,(392)634-4633x211,REGULAR,GOLD,1288,2025-08-17,LOC-020,True,0.517
CUST-04877,Jimmy,Mosley,simpsonearl@example.org,001-863-419-0107,NEW,BRONZE,213,2025-12-02,LOC-016,True,0.244
CUST-04878,Valerie,Wall,michael71@example.org,301.467.4302,REGULAR,GOLD,251,2025-07-10,LOC-019,True,0.324
CUST-04879,Joseph,Martinez,vyoung@example.com,639.858.9483x286,CHURNED,BRONZE,367,2024-04-15,LOC-011,False,0.869
CUST-04880,Jason,Warner,vwright@example.net,(683)528-2331x77736,OCCASIONAL,BRONZE,1676,2025-07-13,LOC-009,True,0.242
CUST-04881,Katherine,Wheeler,ralph17@example.net,001-855-879-5878x0668,HIGH_VALUE,GOLD,9077,2024-04-27,LOC-002,True,0.09
CUST-04882,Kayla,Werner,jcurtis@example.net,(607)356-6386x233,OCCASIONAL,BRONZE,548,2023-02-12,LOC-014,True,0.518
CUST-04883,Jacqueline,Preston,sheaashley@example.com,+1-704-895-6603,OCCASIONAL,GOLD,229,2024-07-24,LOC-004,True,0.413
CUST-04884,Kyle,Sexton,moorekimberly@example.com,881.979.4632x9514,CHURNED,BRONZE,568,2024-05-30,LOC-014,False,0.887
CUST-04885,Joshua,Flynn,tiffanyowens@example.com,+1-619-904-2446x24167,CHURNED,BRONZE,446,2024-08-14,LOC-008,False,0.861
CUST-04886,Theresa,Garcia,kimberly83@example.net,(704)283-1821x1814,REGULAR,BRONZE,1180,2023-05-25,LOC-014,True,0.442
CUST-04887,Christina,Crawford,briley@example.org,440-460-8824x792,REGULAR,GOLD,1677,2023-08-16,LOC-003,True,0.347
CUST-04888,Kristina,Reed,kendrasims@example.net,001-291-779-2293,OCCASIONAL,SILVER,581,2023-10-23,LOC-018,True,0.275
CUST-04889,Ronald,Maldonado,fernandocrawford@example.com,605.950.3718x1962,OCCASIONAL,BRONZE,362,2023-12-05,LOC-010,True,0.481
CUST-04890,Michael,King,morganrebecca@example.org,697-757-4451x015,HIGH_VALUE,GOLD,11679,2024-12-14,LOC-008,True,0.121
CUST-04891,Charles,Smith,ltaylor@example.org,391.840.1864x357,HIGH_VALUE,GOLD,9966,2025-03-25,LOC-012,True,0.137
CUST-04892,Joseph,Adams,carolruiz@example.org,820.329.4554x6972,OCCASIONAL,BRONZE,604,2025-10-09,LOC-018,True,0.396
CUST-04893,Vanessa,Bailey,sarahscott@example.net,657.623.0896x126,OCCASIONAL,BRONZE,1351,2023-07-16,LOC-002,True,0.201
CUST-04894,Riley,Tran,christopher37@example.org,442.738.2389,NEW,BRONZE,105,2025-11-24,LOC-004,True,0.109
CUST-04895,Ashley,Wilson,tjames@example.org,568.728.7425x9437,HIGH_VALUE,GOLD,3161,2024-03-09,LOC-019,True,0.078
CUST-04896,James,Contreras,baileyteresa@example.org,649.894.7662x73872,REGULAR,BRONZE,2161,2023-11-28,LOC-005,True,0.498
CUST-04897,Madeline,Rosario,hunterhuff@example.com,001-533-475-3614,REGULAR,SILVER,1159,2024-02-28,LOC-020,True,0.648
CUST-04898,John,Soto,jeffery68@example.net,+1-924-209-1941x22954,REGULAR,BRONZE,2067,2025-02-07,LOC-011,True,0.51
CUST-04899,Shawn,Norman,yvonneshields@example.net,(464)399-2898,CHURNED,SILVER,425,2024-04-02,LOC-008,False,0.897
CUST-04900,Jacob,Hutchinson,michael86@example.com,392.911.2196,CHURNED,SILVER,111,2024-05-11,LOC-005,False,0.96
CUST-04901,Parker,Henry,brownalexander@example.net,(671)682-2909,REGULAR,SILVER,2129,2023-04-24,LOC-013,True,0.407
CUST-04902,Matthew,Foster,riversmichael@example.com,(812)624-7141x1673,HIGH_VALUE,GOLD,7242,2024-10-13,LOC-006,True,0.141
CUST-04903,Molly,Lee,tmiller@example.com,001-511-977-6969x39110,REGULAR,BRONZE,595,2023-05-02,LOC-016,True,0.29
CUST-04904,Molly,Sparks,eric36@example.com,513-504-5047x4424,REGULAR,BRONZE,102,2023-10-31,LOC-019,True,0.397
CUST-04905,Alicia,Cook,brandypratt@example.net,8713365910,CHURNED,BRONZE,155,2025-01-23,LOC-001,False,0.883
CUST-04906,Brett,Martin,jordan69@example.net,747-310-7923x595,REGULAR,BRONZE,1978,2024-08-29,LOC-010,True,0.271
CUST-04907,David,Holmes,diana57@example.org,(978)892-9214,REGULAR,BRONZE,1767,2023-07-27,LOC-015,True,0.408
CUST-04908,Tammy,Edwards,gwendolynthompson@example.org,410.884.6175,HIGH_VALUE,GOLD,6539,2025-01-26,LOC-008,True,0.144
CUST-04909,Shawn,Tyler,williesims@example.net,888.885.8828x188,OCCASIONAL,SILVER,1824,2024-10-15,LOC-002,True,0.323
CUST-04910,Jamie,Lucas,urodriguez@example.org,+1-381-846-3580x80579,NEW,BRONZE,206,2025-11-25,LOC-002,True,0.193
CUST-04911,Jennifer,Griffith,darlenehardin@example.org,+1-381-218-6243x801,OCCASIONAL,SILVER,1700,2025-06-12,LOC-012,True,0.512
CUST-04912,Angela,Green,unregistered@guest.dineiq.com,001-786-350-3066x6557,HIGH_VALUE,GOLD,3559,2025-04-13,LOC-016,True,0.051
CUST-04913,Kathleen,Anderson,jameswang@example.org,890-206-6632x2581,REGULAR,BRONZE,327,2023-10-05,LOC-014,True,0.567
CUST-04914,David,Soto,jaredwoods@example.com,001-494-450-5495,REGULAR,BRONZE,117,2024-10-24,LOC-006,True,0.346
CUST-04915,Dawn,Beck,nhanna@example.net,522-205-8592x7751,OCCASIONAL,SILVER,1787,2023-08-23,LOC-006,True,0.64
CUST-04916,Kara,Schroeder,jfrye@example.net,629.814.0226x8081,CHURNED,SILVER,125,2024-05-28,LOC-003,False,0.889
CUST-04917,Lydia,Roy,mark06@example.net,(365)540-7913x70571,REGULAR,BRONZE,1463,2025-11-30,LOC-015,True,0.404
CUST-04918,Eric,Barton,morganflores@example.com,(725)778-3216x84456,NEW,BRONZE,239,2025-12-19,LOC-011,True,0.283
CUST-04919,Christy,Brown,jamessmith@example.com,001-937-319-4020x71277,NEW,BRONZE,104,2025-11-09,LOC-012,True,0.122
CUST-04920,Danielle,Clayton,yking@example.org,428.521.9272x65755,OCCASIONAL,BRONZE,740,2025-10-17,LOC-018,True,0.48
CUST-04921,Anthony,Black,pjordan@example.org,+1-302-829-3084x8511,REGULAR,BRONZE,618,2024-07-01,LOC-019,True,0.548
CUST-04922,Kevin,Barron,ibrewer@example.org,(449)642-0278x18325,NEW,BRONZE,139,2025-12-15,LOC-011,True,0.218
CUST-04923,Bethany,Anderson,unregistered@guest.dineiq.com,(931)372-6821x556,OCCASIONAL,GOLD,1109,2023-11-06,LOC-006,True,0.341
CUST-04924,Jacqueline,Lee,jonesjorge@example.com,217-915-4439x6189,REGULAR,BRONZE,457,2024-12-10,LOC-015,True,0.417
CUST-04925,Jacob,Hurley,eric49@example.net,372.569.9519,OCCASIONAL,BRONZE,922,2025-01-14,LOC-007,True,0.414
CUST-04926,Mary,Wilson,alexandra37@example.com,558.204.8276x42336,HIGH_VALUE,PLATINUM,5742,2023-06-27,LOC-011,True,0.055
CUST-04927,Brandon,Sullivan,awhite@example.net,4913257378,OCCASIONAL,SILVER,2117,2023-02-11,LOC-009,True,0.39
CUST-04928,Raymond,Brown,jasonpalmer@example.org,(565)725-6705x53435,REGULAR,BRONZE,1642,2023-07-03,LOC-014,True,0.235
CUST-04929,Bradley,Hunt,uwebb@example.org,001-345-357-4044x9927,NEW,BRONZE,38,2025-11-16,LOC-009,True,0.262
CUST-04930,Amy,Cox,timothybrown@example.com,001-980-541-8656,CHURNED,BRONZE,572,2025-03-04,LOC-017,False,0.818
CUST-04931,James,Perry,tcameron@example.net,780.801.2539x05321,OCCASIONAL,SILVER,1913,2023-12-11,LOC-018,True,0.233
CUST-04932,Jeremy,Allen,aaron24@example.com,001-317-719-4945x283,OCCASIONAL,BRONZE,1337,2024-05-30,LOC-004,True,0.449
CUST-04933,Robert,Camacho,qsmith@example.org,(928)722-7534x958,NEW,BRONZE,102,2025-12-28,LOC-008,True,0.203
CUST-04934,Cristina,Rodgers,danielle63@example.org,(350)932-4677,HIGH_VALUE,PLATINUM,2796,2023-01-16,LOC-001,True,0.062
CUST-04935,Edward,Edwards,jasminemartinez@example.com,(971)614-1873x477,REGULAR,BRONZE,594,2025-11-07,LOC-001,True,0.32
CUST-04936,John,Paul,yguzman@example.com,662.401.7111,REGULAR,SILVER,560,2023-03-11,LOC-008,True,0.513
CUST-04937,Shannon,Kirk,hawkinsjennifer@example.net,N/A,REGULAR,SILVER,1869,2025-11-28,LOC-006,True,0.565
CUST-04938,Laurie,Graham,pbrown@example.org,001-546-831-7890x2367,CHURNED,BRONZE,120,2025-03-08,LOC-014,False,0.818
CUST-04939,Edward,Davis,ufranklin@example.com,+1-570-401-7453,HIGH_VALUE,PLATINUM,3730,2023-05-22,LOC-014,True,0.041
CUST-04940,Tammy,Moore,ahodge@example.org,323.316.4303x59018,CHURNED,BRONZE,314,2025-04-30,LOC-012,False,0.827
CUST-04941,Heather,Foster,sotomichael@example.org,538-812-0446x97955,OCCASIONAL,BRONZE,750,2024-01-26,LOC-017,True,0.223
CUST-04942,Henry,Cook,nina52@example.org,308.559.5448x63487,NEW,BRONZE,214,2025-12-21,LOC-020,True,0.153
CUST-04943,Jose,Montoya,longanthony@example.net,001-210-499-8452x761,HIGH_VALUE,GOLD,11981,2023-06-27,LOC-009,True,0.039
CUST-04944,Carol,Sanders,radams@example.org,001-784-524-3504x8148,OCCASIONAL,BRONZE,1549,2025-01-27,LOC-014,True,0.423
CUST-04945,Jesse,Brooks,christopherdiaz@example.org,293-847-3725x773,REGULAR,GOLD,2198,2025-10-03,LOC-019,True,0.484
CUST-04946,Francisco,White,ljones@example.org,+1-906-934-2587,OCCASIONAL,BRONZE,2153,2023-04-29,LOC-004,True,0.456
CUST-04947,Juan,Moore,iperry@example.net,982.448.9182x4553,REGULAR,BRONZE,1679,2024-12-22,LOC-011,True,0.265
CUST-04948,Matthew,Edwards,lynchsusan@example.net,+1-396-395-2807x077,REGULAR,SILVER,1026,2023-09-25,LOC-018,True,0.21
CUST-04949,James,Salazar,dylanstevens@example.net,756.625.5916,CHURNED,BRONZE,240,2024-01-31,LOC-019,False,0.879
CUST-04950,Lisa,Hall,dford@example.net,+1-373-289-3911x28110,REGULAR,BRONZE,1413,2025-01-14,LOC-011,True,0.445
CUST-04951,James,Simpson,coxdouglas@example.com,N/A,NEW,BRONZE,147,2025-11-13,LOC-008,True,0.149
CUST-04952,David,Rios,john40@example.com,001-689-902-1772x074,REGULAR,SILVER,2040,2024-07-26,LOC-017,True,0.432
CUST-04953,Beth,Ferguson,thomasrios@example.org,001-711-372-2837,REGULAR,BRONZE,1669,2023-12-20,LOC-020,True,0.368
CUST-04954,Edward,Pugh,margaretmarsh@example.net,+1-987-904-8595x9389,REGULAR,GOLD,1884,2023-10-19,LOC-008,True,0.51
CUST-04955,Zachary,Adkins,ygarcia@example.com,001-371-368-7754,HIGH_VALUE,PLATINUM,6279,2023-06-29,LOC-020,True,0.138
CUST-04956,Russell,Cochran,lsanders@example.com,+1-449-949-7916x1710,OCCASIONAL,GOLD,2026,2024-12-07,LOC-002,True,0.576
CUST-04957,James,Bates,rebeccasmith@example.org,357-330-4523,REGULAR,GOLD,172,2023-10-03,LOC-001,True,0.24
CUST-04958,Scott,Simpson,eedwards@example.com,(776)265-4209x86664,REGULAR,BRONZE,172,2024-08-30,LOC-010,True,0.26
CUST-04959,Oscar,Davis,krausetina@example.com,621-502-0901x674,REGULAR,SILVER,974,2024-04-03,LOC-010,True,0.325
CUST-04960,Lisa,King,markboyd@example.net,001-724-406-8588x93813,OCCASIONAL,BRONZE,988,2023-05-31,LOC-017,True,0.284
CUST-04961,Lorraine,Ramsey,hannahgonzales@example.org,(517)870-2538,REGULAR,GOLD,304,2025-05-25,LOC-009,True,0.6
CUST-04962,Michelle,Cox,lschroeder@example.org,7994220896,REGULAR,SILVER,499,2023-10-07,LOC-018,True,0.236
CUST-04963,Joseph,Diaz,npadilla@example.org,N/A,REGULAR,BRONZE,2018,2024-05-28,LOC-003,True,0.581
CUST-04964,John,Fischer,michaelmclaughlin@example.com,8583119523,OCCASIONAL,BRONZE,2048,2025-07-05,LOC-007,True,0.554
CUST-04965,David,Briggs,john24@example.com,+1-512-353-6858x643,NEW,BRONZE,238,2025-12-18,LOC-008,True,0.157
CUST-04966,John,Davis,barbarathomas@example.net,2778083954,CHURNED,BRONZE,181,2023-05-14,LOC-006,False,0.868
CUST-04967,Jessica,Nguyen,deanruth@example.net,845-248-3038,REGULAR,BRONZE,1488,2024-06-01,LOC-017,True,0.222
CUST-04968,Ashley,Smith,christopher81@example.org,284-607-6673,OCCASIONAL,BRONZE,508,2024-12-07,LOC-002,True,0.621
CUST-04969,Paul,Hubbard,kevinlee@example.org,(606)230-2583x6682,REGULAR,BRONZE,1043,2025-02-15,LOC-016,True,0.462
CUST-04970,Jeremy,Velez,unregistered@guest.dineiq.com,683.746.6117,OCCASIONAL,GOLD,822,2025-11-02,LOC-010,True,0.565
CUST-04971,Andrea,Smith,hmurray@example.net,864.243.3125x475,REGULAR,BRONZE,2160,2024-05-21,LOC-002,True,0.556
CUST-04972,Scott,Marquez,erinfoster@example.org,714-519-8102x5078,CHURNED,SILVER,300,2024-08-14,LOC-005,False,0.93
CUST-04973,Nicholas,Miller,markblanchard@example.org,001-806-972-3827x81469,OCCASIONAL,BRONZE,1399,2023-04-23,LOC-016,True,0.34
CUST-04974,Michael,Hurst,andreaparker@example.net,+1-678-887-3812,OCCASIONAL,BRONZE,1923,2024-08-17,LOC-017,True,0.49
CUST-04975,Carolyn,James,cpennington@example.net,(449)712-4690,CHURNED,BRONZE,494,2024-08-07,LOC-008,False,0.841
CUST-04976,Felicia,Boyle,hamiltonkevin@example.org,574-289-0901,NEW,BRONZE,158,2025-11-21,LOC-019,True,0.244
CUST-04977,Kathryn,Anderson,gnorris@example.org,220.567.1467,REGULAR,BRONZE,2394,2023-05-14,LOC-011,True,0.351
CUST-04978,Megan,Lopez,zsaunders@example.org,+1-832-514-7525x28438,CHURNED,BRONZE,337,2023-02-23,LOC-005,False,0.888
CUST-04979,Caleb,Parsons,rebekahrubio@example.com,9506757804,REGULAR,SILVER,1652,2024-02-08,LOC-019,True,0.598
CUST-04980,Zachary,Horton,david87@example.net,305.832.6866x790,CHURNED,BRONZE,525,2025-06-18,LOC-005,False,0.908
CUST-04981,Jacob,Johnson,stephensjanice@example.com,(822)721-4711x9526,NEW,BRONZE,34,2025-12-21,LOC-001,True,0.104
CUST-04982,Emily,Washington,xlin@example.org,+1-454-947-5568x254,NEW,BRONZE,190,2025-11-07,LOC-014,True,0.151
CUST-04983,Russell,Mcmillan,beardanna@example.com,+1-651-768-7700x1848,OCCASIONAL,BRONZE,451,2025-03-21,LOC-009,True,0.345
CUST-04984,Savannah,Haney,walkerrichard@example.net,(411)756-4058x73422,NEW,BRONZE,193,2025-12-20,LOC-004,True,0.252
CUST-04985,Ronald,Wilson,hbradshaw@example.net,317.531.4309x02068,OCCASIONAL,SILVER,132,2023-01-30,LOC-017,True,0.201
CUST-04986,Kenneth,Allen,april71@example.net,273.488.7240,OCCASIONAL,BRONZE,814,2024-01-12,LOC-019,True,0.418
CUST-04987,Shelby,Estes,adam50@example.net,001-949-411-3808x18137,CHURNED,BRONZE,181,2024-03-10,LOC-002,False,0.918
CUST-04988,Joseph,Williams,nolanjonathan@example.org,+1-565-548-8510x10211,CHURNED,BRONZE,177,2023-12-21,LOC-006,False,0.911
CUST-04989,Pamela,English,bakerharry@example.net,001-763-727-5934x87553,OCCASIONAL,BRONZE,1062,2024-06-09,LOC-015,True,0.347
CUST-04990,Elaine,Green,uwelch@example.net,001-463-923-8664,OCCASIONAL,BRONZE,1126,2025-10-17,LOC-011,True,0.606
